relationship_id	Interpro_Acc	Interpro_Name	Interpro_Short_Name	Interpro_Type	DGIDB_Human_Readable	Uniprot_Acc	Uniprot_Id	Uniprot_Protein_Name	Uniprot_Gene_Name	Uniprot_Evidence	Uniprot_Status	Entrez_Id	Ensembl_Id
P17252_IPR002290	IPR002290	Serine/threonine- / dual-specificity protein kinase, catalytic  domain	Ser/Thr_dual-sp_kinase_dom	Domain	Kinase	P17252	KPCA_HUMAN	Protein kinase C alpha type	PRKCA	1: Evidence at protein level	Swiss-Prot	5578	ENSG00000154229
P98073_IPR001190	IPR001190	Speract/scavenger receptor	Srcr_rcpt	Domain	N/A	P98073	ENTK_HUMAN	Enteropeptidase	TMPRSS15	1: Evidence at protein level	Swiss-Prot	5651	ENSG00000154646
Q9UQP3_IPR002181	IPR002181	Fibrinogen, alpha/beta/gamma chain, C-terminal globular	Fibrinogen_a/b/g_C	Domain	Fibrinogen	Q9UQP3	TENN_HUMAN	Tenascin-N	TNN	1: Evidence at protein level	Swiss-Prot	63923	ENSG00000120332
Q96NX5_IPR002290	IPR002290	Serine/threonine- / dual-specificity protein kinase, catalytic  domain	Ser/Thr_dual-sp_kinase_dom	Domain	Kinase	Q96NX5	KCC1G_HUMAN	Calcium/calmodulin-dependent protein kinase type 1G	CAMK1G	1: Evidence at protein level	Swiss-Prot	57172	ENSG00000008118
Q16819_IPR006026	IPR006026	Peptidase, metallopeptidase	Peptidase_Metallo	Domain	Protease	Q16819	MEP1A_HUMAN	Meprin A subunit alpha	MEP1A	1: Evidence at protein level	Swiss-Prot	4224	ENSG00000112818
P08514_IPR000413	IPR000413	Integrin alpha chain	Integrin_alpha	Family	N/A	P08514	ITA2B_HUMAN	Integrin alpha-IIb light chain, form 1	ITGA2B	1: Evidence at protein level	Swiss-Prot	3674	ENSG00000005961
Q16288_IPR001245	IPR001245	Serine-threonine/tyrosine-protein kinase catalytic domain	Ser-Thr/Tyr_kinase_cat_dom	Domain	Kinase	Q16288	NTRK3_HUMAN	NT-3 growth factor receptor	NTRK3	1: Evidence at protein level	Swiss-Prot	4916	ENSG00000140538
Q8NGC6_IPR000276	IPR000276	GPCR, rhodopsin-like, 7TM	7TM_GPCR_Rhodpsn	Family	G Protein Coupled Receptor	Q8NGC6	OR4KH_HUMAN	Olfactory receptor 4K17	OR4K17	2: Evidence at transcript level	Swiss-Prot	390436	ENSG00000176230
Q9NTJ4_IPR000602	IPR000602	Glycoside hydrolase, family 38, core	Glyco_hydro_38_core	Domain	N/A	Q9NTJ4	MA2C1_HUMAN	Alpha-mannosidase 2C1	MAN2C1	1: Evidence at protein level	Swiss-Prot	4123	ENSG00000140400
Q9UEW8_IPR002290	IPR002290	Serine/threonine- / dual-specificity protein kinase, catalytic  domain	Ser/Thr_dual-sp_kinase_dom	Domain	Kinase	Q9UEW8	STK39_HUMAN	STE20/SPS1-related proline-alanine-rich protein kinase	STK39	1: Evidence at protein level	Swiss-Prot	27347	ENSG00000198648
P42338_IPR000403	IPR000403	Phosphatidylinositol 3-/4-kinase, catalytic domain	PI3/4_kinase_cat_dom	Domain	Phosphatidylinositol 3 Kinase	P42338	PK3CB_HUMAN	Phosphatidylinositol 4,5-bisphosphate 3-kinase catalytic subunit beta isoform	PIK3CB	1: Evidence at protein level	Swiss-Prot	5291	ENSG00000051382
P26006_IPR000413	IPR000413	Integrin alpha chain	Integrin_alpha	Family	N/A	P26006	ITA3_HUMAN	Integrin alpha-3	ITGA3	1: Evidence at protein level	Swiss-Prot	3675	ENSG00000005884
Q7RTP6_IPR003042	IPR003042	Aromatic-ring hydroxylase-like	Rng_hydrolase-like	Domain	N/A	Q7RTP6	MICA3_HUMAN	Protein-methionine sulfoxide oxidase MICAL3	MICAL3	1: Evidence at protein level	Swiss-Prot	57553	ENSG00000243156
Q9NYV4_IPR002290	IPR002290	Serine/threonine- / dual-specificity protein kinase, catalytic  domain	Ser/Thr_dual-sp_kinase_dom	Domain	Kinase	Q9NYV4	CDK12_HUMAN	Cyclin-dependent kinase 12	CDK12	1: Evidence at protein level	Swiss-Prot	51755	ENSG00000167258
Q9Y6X9_IPR003594	IPR003594	ATPase-like, ATP-binding domain	ATPase-like_ATP-bd	Domain	N/A	Q9Y6X9	MORC2_HUMAN	MORC family CW-type zinc finger protein 2	MORC2	1: Evidence at protein level	Swiss-Prot	22880	ENSG00000133422
Q8NGT9_IPR000276	IPR000276	GPCR, rhodopsin-like, 7TM	7TM_GPCR_Rhodpsn	Family	G Protein Coupled Receptor	Q8NGT9	OR2A1_HUMAN	Olfactory receptor 2A1/2A42	OR2A42	2: Evidence at transcript level	Swiss-Prot	346528; 402317	ENSG00000212807; ENSG00000221970
Q9NZ94_IPR002018	IPR002018	Carboxylesterase, type B	CarbesteraseB	Domain	N/A	Q9NZ94	NLGN3_HUMAN	Neuroligin-3	NLGN3	1: Evidence at protein level	Swiss-Prot	54413	ENSG00000196338
Q8NGI0_IPR000276	IPR000276	GPCR, rhodopsin-like, 7TM	7TM_GPCR_Rhodpsn	Family	G Protein Coupled Receptor	Q8NGI0	O52N2_HUMAN	Olfactory receptor 52N2	OR52N2	2: Evidence at transcript level	Swiss-Prot	390077	ENSG00000180988
Q8NGG4_IPR000276	IPR000276	GPCR, rhodopsin-like, 7TM	7TM_GPCR_Rhodpsn	Family	G Protein Coupled Receptor	Q8NGG4	OR8H1_HUMAN	Olfactory receptor 8H1	OR8H1	2: Evidence at transcript level	Swiss-Prot	219469	ENSG00000181693; ENSG00000262611
Q9Y6W6_IPR001763	IPR001763	Rhodanese-like domain	Rhodanese-like_dom	Domain	N/A	Q9Y6W6	DUS10_HUMAN	Dual specificity protein phosphatase 10	DUSP10	1: Evidence at protein level	Swiss-Prot	11221	ENSG00000143507
P14091_IPR001969	IPR001969	Peptidase aspartic, active site	Peptidase_aspartic_AS	Active_site	Protease	P14091	CATE_HUMAN	Cathepsin E form II	CTSE	1: Evidence at protein level	Swiss-Prot	1510	ENSG00000196188
P08238_IPR003594	IPR003594	ATPase-like, ATP-binding domain	ATPase-like_ATP-bd	Domain	N/A	P08238	HS90B_HUMAN	Heat shock protein HSP 90-beta	HSP90AB1	1: Evidence at protein level	Swiss-Prot	3326	ENSG00000096384
Q7RTY7_IPR001254	IPR001254	Peptidase S1/S6, chymotrypsin/Hap	Peptidase_S1_S6	Domain	Protease	Q7RTY7	OVCH1_HUMAN	Ovochymase-1	OVCH1	2: Evidence at transcript level	Swiss-Prot	341350	ENSG00000187950
P19838_IPR000451	IPR000451	NF-kappa-B/Rel/dorsal	NF_Rel_dor	Family	N/A	P19838	NFKB1_HUMAN	Nuclear factor NF-kappa-B p105 subunit	NFKB1	1: Evidence at protein level	Swiss-Prot	4790	ENSG00000109320
Q9NP91_IPR000175	IPR000175	Sodium:neurotransmitter symporter	Na/ntran_symport	Family	Transporter 	Q9NP91	S6A20_HUMAN	Sodium- and chloride-dependent transporter XTRP3	SLC6A20	1: Evidence at protein level	Swiss-Prot	54716	ENSG00000163817
O43240_IPR001254	IPR001254	Peptidase S1/S6, chymotrypsin/Hap	Peptidase_S1_S6	Domain	Protease	O43240	KLK10_HUMAN	Kallikrein-10	KLK10	1: Evidence at protein level	Swiss-Prot	5655	ENSG00000129451
P49336_IPR002290	IPR002290	Serine/threonine- / dual-specificity protein kinase, catalytic  domain	Ser/Thr_dual-sp_kinase_dom	Domain	Kinase	P49336	CDK8_HUMAN	Cyclin-dependent kinase 8	CDK8	1: Evidence at protein level	Swiss-Prot	1024	ENSG00000132964
Q8NGP3_IPR000276	IPR000276	GPCR, rhodopsin-like, 7TM	7TM_GPCR_Rhodpsn	Family	G Protein Coupled Receptor	Q8NGP3	OR5M9_HUMAN	Olfactory receptor 5M9	OR5M9	2: Evidence at transcript level	Swiss-Prot	390162	ENSG00000150269
Q06418_IPR001245	IPR001245	Serine-threonine/tyrosine-protein kinase catalytic domain	Ser-Thr/Tyr_kinase_cat_dom	Domain	Kinase	Q06418	TYRO3_HUMAN	Tyrosine-protein kinase receptor TYRO3	TYRO3	1: Evidence at protein level	Swiss-Prot	7301	ENSG00000092445
P01009_IPR000215	IPR000215	Serpin family	Serpin_fam	Family	Protease Inhibitor	P01009	A1AT_HUMAN	Short peptide from AAT	SERPINA1	1: Evidence at protein level	Swiss-Prot	5265	ENSG00000197249
Q7Z2W7_IPR005821	IPR005821	Ion transport domain	Ion_trans_dom	Domain	Ion Channel	Q7Z2W7	TRPM8_HUMAN	Transient receptor potential cation channel subfamily M member 8	TRPM8	2: Evidence at transcript level	Swiss-Prot	79054	ENSG00000144481
P45983_IPR002290	IPR002290	Serine/threonine- / dual-specificity protein kinase, catalytic  domain	Ser/Thr_dual-sp_kinase_dom	Domain	Kinase	P45983	MK08_HUMAN	Mitogen-activated protein kinase 8	MAPK8	1: Evidence at protein level	Swiss-Prot	5599	ENSG00000107643
Q8NCQ7_IPR001211	IPR001211	Phospholipase A2, eukaryotic	PLipase_A2_euk	Family	Phospholipase	Q8NCQ7	PRCA1_HUMAN	Protein PROCA1	PROCA1	2: Evidence at transcript level	Swiss-Prot	147011	ENSG00000167525
P51170_IPR001873	IPR001873	Na+ channel, amiloride-sensitive	Na+channel_ASC	Family	Ion Channel	P51170	SCNNG_HUMAN	Amiloride-sensitive sodium channel subunit gamma	SCNN1G	1: Evidence at protein level	Swiss-Prot	6340	ENSG00000166828
Q96RD1_IPR000276	IPR000276	GPCR, rhodopsin-like, 7TM	7TM_GPCR_Rhodpsn	Family	G Protein Coupled Receptor	Q96RD1	OR6C1_HUMAN	Olfactory receptor 6C1	OR6C1	2: Evidence at transcript level	Swiss-Prot	390321	ENSG00000205330
Q9BY84_IPR000387	IPR000387	Protein-tyrosine/Dual-specificity phosphatase	Tyr/Dual-specificity_Pase	Domain	Protein Phosphatase	Q9BY84	DUS16_HUMAN	Dual specificity protein phosphatase 16	DUSP16	1: Evidence at protein level	Swiss-Prot	80824	ENSG00000111266
O00443_IPR000403	IPR000403	Phosphatidylinositol 3-/4-kinase, catalytic domain	PI3/4_kinase_cat_dom	Domain	Phosphatidylinositol 3 Kinase	O00443	P3C2A_HUMAN	Phosphatidylinositol 4-phosphate 3-kinase C2 domain-containing subunit alpha	PIK3C2A	1: Evidence at protein level	Swiss-Prot	5286	ENSG00000011405
Q8IZF0_IPR005821	IPR005821	Ion transport domain	Ion_trans_dom	Domain	Ion Channel	Q8IZF0	NALCN_HUMAN	Sodium leak channel non-selective protein	NALCN	1: Evidence at protein level	Swiss-Prot	259232	ENSG00000102452
Q14012_IPR002290	IPR002290	Serine/threonine- / dual-specificity protein kinase, catalytic  domain	Ser/Thr_dual-sp_kinase_dom	Domain	Kinase	Q14012	KCC1A_HUMAN	Calcium/calmodulin-dependent protein kinase type 1	CAMK1	1: Evidence at protein level	Swiss-Prot	8536	ENSG00000134072
P23471_IPR001148	IPR001148	Alpha carbonic anhydrase	Carbonic_anhydrase_a	Domain	N/A	P23471	PTPRZ_HUMAN	Receptor-type tyrosine-protein phosphatase zeta	PTPRZ1	1: Evidence at protein level	Swiss-Prot	5803	ENSG00000106278
Q07817_IPR000712	IPR000712	Apoptosis regulator, Bcl-2, BH	Bcl2_BH	Domain	N/A	Q07817	B2CL1_HUMAN	Bcl-2-like protein 1	BCL2L1	1: Evidence at protein level	Swiss-Prot	598	ENSG00000171552
Q92736_IPR001870	IPR001870	B30.2/SPRY domain	B30.2/SPRY	Domain	B30.2/SPRY domain	Q92736	RYR2_HUMAN	Ryanodine receptor 2	RYR2	1: Evidence at protein level	Swiss-Prot	6262	ENSG00000198626
Q9Y394_IPR002198	IPR002198	Short-chain dehydrogenase/reductase SDR	DH_sc/Rdtase_SDR	Family	Short Chain Dehydrogenase/Reductase	Q9Y394	DHRS7_HUMAN	Dehydrogenase/reductase SDR family member 7	DHRS7	1: Evidence at protein level	Swiss-Prot	51635	ENSG00000100612
Q9BZJ7_IPR000276	IPR000276	GPCR, rhodopsin-like, 7TM	7TM_GPCR_Rhodpsn	Family	G Protein Coupled Receptor	Q9BZJ7	GPR62_HUMAN	Probable G-protein coupled receptor 62	GPR62	2: Evidence at transcript level	Swiss-Prot	118442	ENSG00000180929
Q16828_IPR001763	IPR001763	Rhodanese-like domain	Rhodanese-like_dom	Domain	N/A	Q16828	DUS6_HUMAN	Dual specificity protein phosphatase 6	DUSP6	1: Evidence at protein level	Swiss-Prot	1848	ENSG00000139318
O14638_IPR001604	IPR001604	DNA/RNA non-specific endonuclease	DNA/RNA_non-sp_Endonuclease	Domain	N/A	O14638	ENPP3_HUMAN	Nucleotide pyrophosphatase	ENPP3	1: Evidence at protein level	Swiss-Prot	5169	ENSG00000154269
Q02252_IPR015590	IPR015590	Aldehyde dehydrogenase domain	Aldehyde_DH_dom	Domain	N/A	Q02252	MMSA_HUMAN	Methylmalonate-semialdehyde dehydrogenase [acylating], mitochondrial	ALDH6A1	1: Evidence at protein level	Swiss-Prot	4329	ENSG00000119711
Q9UEW3_IPR001190	IPR001190	Speract/scavenger receptor	Srcr_rcpt	Domain	N/A	Q9UEW3	MARCO_HUMAN	Macrophage receptor MARCO	MARCO	1: Evidence at protein level	Swiss-Prot	8685	ENSG00000019169
Q05923_IPR000387	IPR000387	Protein-tyrosine/Dual-specificity phosphatase	Tyr/Dual-specificity_Pase	Domain	Protein Phosphatase	Q05923	DUS2_HUMAN	Dual specificity protein phosphatase 2	DUSP2	1: Evidence at protein level	Swiss-Prot	1844	ENSG00000158050
P23141_IPR002018	IPR002018	Carboxylesterase, type B	CarbesteraseB	Domain	N/A	P23141	EST1_HUMAN	Liver carboxylesterase 1	CES1	1: Evidence at protein level	Swiss-Prot	1066	ENSG00000198848
Q05329_IPR002129	IPR002129	Pyridoxal phosphate-dependent decarboxylase	PyrdxlP-dep_de-COase	Family	N/A	Q05329	DCE2_HUMAN	Glutamate decarboxylase 2	GAD2	1: Evidence at protein level	Swiss-Prot	2572	ENSG00000136750
Q86SM8_IPR000276	IPR000276	GPCR, rhodopsin-like, 7TM	7TM_GPCR_Rhodpsn	Family	G Protein Coupled Receptor	Q86SM8	MRGRE_HUMAN	Mas-related G-protein coupled receptor member E	MRGPRE	2: Evidence at transcript level	Swiss-Prot	116534	ENSG00000184350
P26640_IPR001412	IPR001412	Aminoacyl-tRNA synthetase, class I, conserved site	aa-tRNA-synth_I_CS	Conserved_site	N/A	P26640	SYVC_HUMAN	Valine--tRNA ligase	VARS	1: Evidence at protein level	Swiss-Prot	7407	ENSG00000096171; ENSG00000204394; ENSG00000226589
Q8NGK6_IPR000276	IPR000276	GPCR, rhodopsin-like, 7TM	7TM_GPCR_Rhodpsn	Family	G Protein Coupled Receptor	Q8NGK6	O52I1_HUMAN	Olfactory receptor 52I1	OR52I1	2: Evidence at transcript level	Swiss-Prot	390037	ENSG00000232268
Q9ULD8_IPR005821	IPR005821	Ion transport domain	Ion_trans_dom	Domain	Ion Channel	Q9ULD8	KCNH3_HUMAN	Potassium voltage-gated channel subfamily H member 3	KCNH3	2: Evidence at transcript level	Swiss-Prot	23416	ENSG00000135519
O75343_IPR001054	IPR001054	Adenylyl cyclase class-3/4/guanylyl cyclase	A/G_cyclase	Domain	N/A	O75343	GCYB2_HUMAN	Guanylate cyclase soluble subunit beta-2	GUCY1B2	2: Evidence at transcript level	Swiss-Prot	N/A	N/A
P24557_IPR001128	IPR001128	Cytochrome P450	Cyt_P450	Family	Cytochrome P450	P24557	THAS_HUMAN	Thromboxane-A synthase	TBXAS1	1: Evidence at protein level	Swiss-Prot	6916	ENSG00000059377
P78357_IPR002181	IPR002181	Fibrinogen, alpha/beta/gamma chain, C-terminal globular	Fibrinogen_a/b/g_C	Domain	Fibrinogen	P78357	CNTP1_HUMAN	Contactin-associated protein 1	CNTNAP1	1: Evidence at protein level	Swiss-Prot	8506	ENSG00000108797
Q96PY6_IPR002290	IPR002290	Serine/threonine- / dual-specificity protein kinase, catalytic  domain	Ser/Thr_dual-sp_kinase_dom	Domain	Kinase	Q96PY6	NEK1_HUMAN	Serine/threonine-protein kinase Nek1	NEK1	1: Evidence at protein level	Swiss-Prot	4750	ENSG00000137601
A6NCV1_IPR000276	IPR000276	GPCR, rhodopsin-like, 7TM	7TM_GPCR_Rhodpsn	Family	G Protein Coupled Receptor	A6NCV1	O6C74_HUMAN	Olfactory receptor 6C74	OR6C74	2: Evidence at transcript level	Swiss-Prot	254783	ENSG00000197706
Q8NGC1_IPR000276	IPR000276	GPCR, rhodopsin-like, 7TM	7TM_GPCR_Rhodpsn	Family	G Protein Coupled Receptor	Q8NGC1	O11G2_HUMAN	Olfactory receptor 11G2	OR11G2	2: Evidence at transcript level	Swiss-Prot	390439	ENSG00000196832
Q99928_IPR006202	IPR006202	Neurotransmitter-gated ion-channel ligand-binding	Neur_chan_lig-bd	Domain	Ion Channel	Q99928	GBRG3_HUMAN	Gamma-aminobutyric acid receptor subunit gamma-3	GABRG3	2: Evidence at transcript level	Swiss-Prot	2567	ENSG00000182256
P33981_IPR002290	IPR002290	Serine/threonine- / dual-specificity protein kinase, catalytic  domain	Ser/Thr_dual-sp_kinase_dom	Domain	Kinase	P33981	TTK_HUMAN	Dual specificity protein kinase TTK	TTK	1: Evidence at protein level	Swiss-Prot	7272	ENSG00000112742
Q09428_IPR001140	IPR001140	ABC transporter, transmembrane domain	ABC_transptr_TM_dom	Domain	ABC Transporter	Q09428	ABCC8_HUMAN	ATP-binding cassette sub-family C member 8	ABCC8	1: Evidence at protein level	Swiss-Prot	6833	ENSG00000006071
Q8NG83_IPR000276	IPR000276	GPCR, rhodopsin-like, 7TM	7TM_GPCR_Rhodpsn	Family	G Protein Coupled Receptor	Q8NG83	OR2M3_HUMAN	Olfactory receptor 2M3	OR2M3	2: Evidence at transcript level	Swiss-Prot	127062	ENSG00000228198
Q8NGL2_IPR000276	IPR000276	GPCR, rhodopsin-like, 7TM	7TM_GPCR_Rhodpsn	Family	G Protein Coupled Receptor	Q8NGL2	OR5L1_HUMAN	Olfactory receptor 5L1	OR5L1	2: Evidence at transcript level	Swiss-Prot	219437	ENSG00000186117
P07478_IPR001254	IPR001254	Peptidase S1/S6, chymotrypsin/Hap	Peptidase_S1_S6	Domain	Protease	P07478	TRY2_HUMAN	Trypsin-2	PRSS2	1: Evidence at protein level	Swiss-Prot	5645	ENSG00000262739
Q92752_IPR002181	IPR002181	Fibrinogen, alpha/beta/gamma chain, C-terminal globular	Fibrinogen_a/b/g_C	Domain	Fibrinogen	Q92752	TENR_HUMAN	Tenascin-R	TNR	1: Evidence at protein level	Swiss-Prot	7143	ENSG00000116147
Q02108_IPR001054	IPR001054	Adenylyl cyclase class-3/4/guanylyl cyclase	A/G_cyclase	Domain	N/A	Q02108	GCYA3_HUMAN	Guanylate cyclase soluble subunit alpha-3	GUCY1A3	1: Evidence at protein level	Swiss-Prot	2982	ENSG00000164116
Q08257_IPR002085	IPR002085	Alcohol dehydrogenase superfamily, zinc-type	ADH_SF_Zn-type	Family	N/A	Q08257	QOR_HUMAN	Quinone oxidoreductase	CRYZ	1: Evidence at protein level	Swiss-Prot	1429	ENSG00000116791
Q16445_IPR006202	IPR006202	Neurotransmitter-gated ion-channel ligand-binding	Neur_chan_lig-bd	Domain	Ion Channel	Q16445	GBRA6_HUMAN	Gamma-aminobutyric acid receptor subunit alpha-6	GABRA6	2: Evidence at transcript level	Swiss-Prot	2559	ENSG00000145863
Q9H1R2_IPR000387	IPR000387	Protein-tyrosine/Dual-specificity phosphatase	Tyr/Dual-specificity_Pase	Domain	Protein Phosphatase	Q9H1R2	DUS15_HUMAN	Dual specificity protein phosphatase 15	DUSP15	1: Evidence at protein level	Swiss-Prot	128853	ENSG00000149599
Q7Z3E1_IPR012317	IPR012317	Poly(ADP-ribose) polymerase, catalytic domain	Poly(ADP-ribose)pol_cat_dom	Domain	N/A	Q7Z3E1	PARPT_HUMAN	TCDD-inducible poly [ADP-ribose] polymerase	TIPARP	2: Evidence at transcript level	Swiss-Prot	25976	ENSG00000163659
A1L4H1_IPR001190	IPR001190	Speract/scavenger receptor	Srcr_rcpt	Domain	N/A	A1L4H1	SRCRL_HUMAN	Soluble scavenger receptor cysteine-rich domain-containing protein SSC5D	SSC5D	2: Evidence at transcript level	Swiss-Prot	284297	ENSG00000179954
Q14249_IPR001604	IPR001604	DNA/RNA non-specific endonuclease	DNA/RNA_non-sp_Endonuclease	Domain	N/A	Q14249	NUCG_HUMAN	Endonuclease G, mitochondrial	ENDOG	1: Evidence at protein level	Swiss-Prot	2021	ENSG00000167136
O95361_IPR001870	IPR001870	B30.2/SPRY domain	B30.2/SPRY	Domain	B30.2/SPRY domain	O95361	TRI16_HUMAN	Tripartite motif-containing protein 16	TRIM16	1: Evidence at protein level	Swiss-Prot	10626	ENSG00000221926
P13056_IPR000536	IPR000536	Nuclear hormone receptor, ligand-binding, core	Nucl_hrmn_rcpt_lig-bd_core	Domain	Nuclear Hormone Receptor	P13056	NR2C1_HUMAN	Nuclear receptor subfamily 2 group C member 1	NR2C1	1: Evidence at protein level	Swiss-Prot	7181	ENSG00000120798
P00813_IPR001365	IPR001365	Adenosine/AMP deaminase domain	A/AMP_deaminase_dom	Domain	N/A	P00813	ADA_HUMAN	Adenosine deaminase	ADA	1: Evidence at protein level	Swiss-Prot	100	ENSG00000196839
Q96N87_IPR000175	IPR000175	Sodium:neurotransmitter symporter	Na/ntran_symport	Family	Transporter 	Q96N87	S6A18_HUMAN	Sodium-dependent neutral amino acid transporter B(0)AT3	SLC6A18	2: Evidence at transcript level	Swiss-Prot	348932	ENSG00000164363
Q8TAT6_IPR001876	IPR001876	Zinc finger, RanBP2-type	Znf_RanBP2	Domain	N/A	Q8TAT6	NPL4_HUMAN	Nuclear protein localization protein 4 homolog	NPLOC4	1: Evidence at protein level	Swiss-Prot	55666	ENSG00000182446
P47888_IPR000276	IPR000276	GPCR, rhodopsin-like, 7TM	7TM_GPCR_Rhodpsn	Family	G Protein Coupled Receptor	P47888	OR3A3_HUMAN	Olfactory receptor 3A3	OR3A3	2: Evidence at transcript level	Swiss-Prot	8392	ENSG00000159961
O14718_IPR000276	IPR000276	GPCR, rhodopsin-like, 7TM	7TM_GPCR_Rhodpsn	Family	G Protein Coupled Receptor	O14718	OPSX_HUMAN	Visual pigment-like receptor peropsin	RRH	1: Evidence at protein level	Swiss-Prot	10692	ENSG00000180245
Q9Y2E8_IPR006153	IPR006153	Cation/H+ exchanger	Cation/H_exchanger	Domain	Exchanger	Q9Y2E8	SL9A8_HUMAN	Sodium/hydrogen exchanger 8	SLC9A8	1: Evidence at protein level	Swiss-Prot	23315	ENSG00000197818
Q9GZQ4_IPR000276	IPR000276	GPCR, rhodopsin-like, 7TM	7TM_GPCR_Rhodpsn	Family	G Protein Coupled Receptor	Q9GZQ4	NMUR2_HUMAN	Neuromedin-U receptor 2	NMUR2	2: Evidence at transcript level	Swiss-Prot	56923	ENSG00000132911
O76083_IPR002073	IPR002073	3'5'-cyclic nucleotide phosphodiesterase, catalytic domain	PDEase_catalytic_dom	Domain	N/A	O76083	PDE9A_HUMAN	High affinity cGMP-specific 3',5'-cyclic phosphodiesterase 9A	PDE9A	1: Evidence at protein level	Swiss-Prot	5152	ENSG00000160191
Q9Y2U5_IPR002290	IPR002290	Serine/threonine- / dual-specificity protein kinase, catalytic  domain	Ser/Thr_dual-sp_kinase_dom	Domain	Kinase	Q9Y2U5	M3K2_HUMAN	Mitogen-activated protein kinase kinase kinase 2	MAP3K2	1: Evidence at protein level	Swiss-Prot	10746	ENSG00000169967
Q13607_IPR000276	IPR000276	GPCR, rhodopsin-like, 7TM	7TM_GPCR_Rhodpsn	Family	G Protein Coupled Receptor	Q13607	OR2F1_HUMAN	Olfactory receptor 2F1	OR2F1	2: Evidence at transcript level	Swiss-Prot	26211	ENSG00000213215
Q9Y6R4_IPR002290	IPR002290	Serine/threonine- / dual-specificity protein kinase, catalytic  domain	Ser/Thr_dual-sp_kinase_dom	Domain	Kinase	Q9Y6R4	M3K4_HUMAN	Mitogen-activated protein kinase kinase kinase 4	MAP3K4	1: Evidence at protein level	Swiss-Prot	4216	ENSG00000085511
Q9UGM1_IPR006202	IPR006202	Neurotransmitter-gated ion-channel ligand-binding	Neur_chan_lig-bd	Domain	Ion Channel	Q9UGM1	ACHA9_HUMAN	Neuronal acetylcholine receptor subunit alpha-9	CHRNA9	1: Evidence at protein level	Swiss-Prot	55584	ENSG00000174343
Q9P289_IPR002290	IPR002290	Serine/threonine- / dual-specificity protein kinase, catalytic  domain	Ser/Thr_dual-sp_kinase_dom	Domain	Kinase	Q9P289	MST4_HUMAN	Serine/threonine-protein kinase MST4	MST4	1: Evidence at protein level	Swiss-Prot	51765	N/A
A0PJE2_IPR002198	IPR002198	Short-chain dehydrogenase/reductase SDR	DH_sc/Rdtase_SDR	Family	Short Chain Dehydrogenase/Reductase	A0PJE2	DHR12_HUMAN	Dehydrogenase/reductase SDR family member 12	DHRS12	2: Evidence at transcript level	Swiss-Prot	79758	ENSG00000102796
Q99250_IPR005821	IPR005821	Ion transport domain	Ion_trans_dom	Domain	Ion Channel	Q99250	SCN2A_HUMAN	Sodium channel protein type 2 subunit alpha	SCN2A	1: Evidence at protein level	Swiss-Prot	6326	ENSG00000136531
P07858_IPR000169	IPR000169	Cysteine peptidase, cysteine active site	Pept_cys_AS	Active_site	Protease	P07858	CATB_HUMAN	Cathepsin B light chain	CTSB	1: Evidence at protein level	Swiss-Prot	1508	ENSG00000164733
P68363_IPR000217	IPR000217	Tubulin	Tubulin	Family	N/A	P68363	TBA1B_HUMAN	Tubulin alpha-1B chain	TUBA1B	1: Evidence at protein level	Swiss-Prot	10376	ENSG00000123416
P49760_IPR002290	IPR002290	Serine/threonine- / dual-specificity protein kinase, catalytic  domain	Ser/Thr_dual-sp_kinase_dom	Domain	Kinase	P49760	CLK2_HUMAN	Dual specificity protein kinase CLK2	CLK2	1: Evidence at protein level	Swiss-Prot	1196	ENSG00000176444
Q96NN9_IPR001327	IPR001327	Pyridine nucleotide-disulphide oxidoreductase, NAD-binding domain	Pyr_OxRdtase_NAD-bd_dom	Domain	N/A	Q96NN9	AIFM3_HUMAN	Apoptosis-inducing factor 3	AIFM3	1: Evidence at protein level	Swiss-Prot	150209	ENSG00000183773
Q96HP4_IPR001433	IPR001433	Oxidoreductase FAD/NAD(P)-binding	OxRdtase_FAD/NAD-bd	Domain	N/A	Q96HP4	OXND1_HUMAN	Oxidoreductase NAD-binding domain-containing protein 1	OXNAD1	1: Evidence at protein level	Swiss-Prot	92106	ENSG00000154814
P12955_IPR000994	IPR000994	Peptidase M24, structural domain	Pept_M24_structural-domain	Domain	Protease	P12955	PEPD_HUMAN	Xaa-Pro dipeptidase	PEPD	1: Evidence at protein level	Swiss-Prot	5184	ENSG00000124299
Q99714_IPR002198	IPR002198	Short-chain dehydrogenase/reductase SDR	DH_sc/Rdtase_SDR	Family	Short Chain Dehydrogenase/Reductase	Q99714	HCD2_HUMAN	3-hydroxyacyl-CoA dehydrogenase type-2	HSD17B10	1: Evidence at protein level	Swiss-Prot	3028	ENSG00000072506
