gene_stable_id	display_id	description	HumanReadableName
ENSG00000128310	GALR3	Galanin receptor type 3 (GAL3-R) (GALR3). [Source:Uniprot/SWISSPROT;Acc:O60755]	RussLampel
ENSG00000134242	PTPN22	Tyrosine-protein phosphatase, non-receptor type 22 (EC 3.1.3.48) (Hematopoietic cell protein-tyrosine phosphatase 70Z-PEP) (Lymphoid phosphatase) (LyP). [Source:Uniprot/SWISSPROT;Acc:Q9Y2R2]	RussLampel
ENSG00000188647	PTAR1	PTAR1 protein (Fragment). [Source:Uniprot/SPTREMBL;Acc:Q7Z6K3]	RussLampel
ENSG00000056291	GPR74	Neuropeptide FF receptor 2 (Neuropeptide G-protein coupled receptor) (G-protein coupled receptor 74) (G-protein coupled receptor HLWAR77). [Source:Uniprot/SWISSPROT;Acc:Q9Y5X5]	RussLampel
ENSG00000121361	KCNJ8	ATP-sensitive inward rectifier potassium channel 8 (Potassium channel, inwardly rectifying, subfamily J, member 8) (Inwardly rectifier K(+) channel Kir6.1) (uKATP-1). [Source:Uniprot/SWISSPROT;Acc:Q15842]	RussLampel
ENSG00000196842	Q6RGG0_HUMAN	P40 (Fragment). [Source:Uniprot/SPTREMBL;Acc:Q6RGG0]	RussLampel
ENSG00000132965	ALOX5AP	5-lipoxygenase activating protein (FLAP) (MK-886-binding protein). [Source:Uniprot/SWISSPROT;Acc:P20292]	RussLampel
ENSG00000149930	TAOK2	TAO kinase 2 [Source:RefSeq_peptide;Acc:NP_004774]	RussLampel
ENSG00000177180	PLCXD2	phosphatidylinositol-specific phospholipase C, X domain containing 2 [Source:RefSeq_peptide;Acc:NP_695000]	RussLampel
ENSG00000180915	N/A	N/A	RussLampel
ENSG00000138075	ABCG5	ATP-binding cassette, sub-family G, member 5 (Sterolin-1). [Source:Uniprot/SWISSPROT;Acc:Q9H222]	RussLampel
ENSG00000147262	GPR119	Probable G-protein coupled receptor 119. [Source:Uniprot/SWISSPROT;Acc:Q8TDV5]	RussLampel
ENSG00000179934	CCR8	C-C chemokine receptor type 8 (C-C CKR-8) (CC-CKR-8) (CCR-8) (GPR-CY6) (GPRCY6) (Chemokine receptor-like 1) (CKR-L1) (TER1) (CMKBRL2) (CC- chemokine receptor CHEMR1). [Source:Uniprot/SWISSPROT;Acc:P51685]	RussLampel
ENSG00000072657	TRHDE_HUMAN	Thyrotropin-releasing hormone degrading ectoenzyme (EC 3.4.19.6) (TRH- degrading ectoenzyme) (TRH-DE) (TRH-specific aminopeptidase) (Thyroliberinase) (Pyroglutamyl-peptidase II) (PAP-II). [Source:Uniprot/SWISSPROT;Acc:Q9UKU6]	RussLampel
ENSG00000196090	PTPRT	Receptor-type tyrosine-protein phosphatase T precursor (EC 3.1.3.48) (R-PTP-T) (RPTP-rho). [Source:Uniprot/SWISSPROT;Acc:O14522]	RussLampel
ENSG00000114200	BCHE	Cholinesterase precursor (EC 3.1.1.8) (Acylcholine acylhydrolase) (Choline esterase II) (Butyrylcholine esterase) (Pseudocholinesterase). [Source:Uniprot/SWISSPROT;Acc:P06276]	RussLampel
ENSG00000102078	SLC25A14	Brain mitochondrial carrier protein-1 (BMCP-1) (Mitochondrial uncoupling protein 5) (UCP 5) (Solute carrier family 25, member 14). [Source:Uniprot/SWISSPROT;Acc:O95258]	RussLampel
ENSG00000115687	PASK	PAS domain containing serine/threonine-protein kinase (EC 2.7.1.37) (PAS-kinase) (PASKIN) (hPASK). [Source:Uniprot/SWISSPROT;Acc:Q96RG2]	RussLampel
ENSG00000125827	K1162_HUMAN	Thioredoxin-like protein KIAA1162 precursor. [Source:Uniprot/SWISSPROT;Acc:Q9H1E5]	RussLampel
ENSG00000196139	AKR1C3	Aldo-keto reductase family 1 member C3 (EC 1.1.1.-) (Trans-1,2- dihydrobenzene-1,2-diol dehydrogenase) (EC 1.3.1.20) (Chlordecone reductase homolog HAKRb) (HA1753) (Dihydrodiol dehydrogenase, type I) (Dihydrodiol dehydrogenase 3) (DD3) (3-alpha-hydroxyste	RussLampel
ENSG00000109610	SOD3	Extracellular superoxide dismutase [Cu-Zn] precursor (EC 1.15.1.1) (EC-SOD). [Source:Uniprot/SWISSPROT;Acc:P08294]	RussLampel
ENSG00000130812	ANGPTL6	Angiopoietin-related protein 6 precursor (Angiopoietin-like 6) (Angiopoietin-related growth factor) (Angiopoietin-related protein 5). [Source:Uniprot/SWISSPROT;Acc:Q8NI99]	RussLampel
ENSG00000143776	CDC42BPA	CDC42-binding protein kinase alpha isoform B [Source:RefSeq_peptide;Acc:NP_003598]	RussLampel
ENSG00000198470	CYP2A6	Cytochrome P450 2A6 (EC 1.14.14.1) (CYPIIA6) (Coumarin 7-hydroxylase) (IIA3) (CYP2A3) (P450(I)). [Source:Uniprot/SWISSPROT;Acc:P11509]	RussLampel
ENSG00000022355	GABRA1	Gamma-aminobutyric-acid receptor alpha-1 subunit precursor (GABA(A) receptor). [Source:Uniprot/SWISSPROT;Acc:P14867]	RussLampel
ENSG00000158865	SLC5A11	solute carrier family 5 (sodium/glucose cotransporter), member 11 [Source:RefSeq_peptide;Acc:NP_443176]	RussLampel
ENSG00000104814	MAP4K1	Mitogen-activated protein kinase kinase kinase kinase 1 (EC 2.7.1.37) (MAPK/ERK kinase kinase kinase 1) (MEK kinase kinase 1) (MEKKK 1) (Hematopoietic progenitor kinase). [Source:Uniprot/SWISSPROT;Acc:Q92918]	RussLampel
ENSG00000115353	TACR1	Substance-P receptor (SPR) (NK-1 receptor) (NK-1R) (Tachykinin receptor 1). [Source:Uniprot/SWISSPROT;Acc:P25103]	RussLampel
ENSG00000152428	MARS2	methionine-tRNA synthetase 2 precursor [Source:RefSeq_peptide;Acc:NP_612404]	RussLampel
ENSG00000197208	SLC22A4	Organic cation/carnitine transporter 1 (Solute carrier family 22, member 4) (Ergothioneine transporter) (ET transporter). [Source:Uniprot/SWISSPROT;Acc:Q9H015]	RussLampel
ENSG00000084453	SLCO1A2	Solute carrier organic anion transporter family, member 1A2 (Solute carrier family 21, member 3) (Sodium-independent organic anion transporter) (Organic anion transporting polypeptide 1) (OATP1) (OATP- A). [Source:Uniprot/SWISSPROT;Acc:P46721]	RussLampel
ENSG00000115977	AAK1	AP2 associated kinase 1 [Source:RefSeq_peptide;Acc:NP_055726]	RussLampel
ENSG00000111679	PTPN6	Tyrosine-protein phosphatase, non-receptor type 6 (EC 3.1.3.48) (Protein-tyrosine phosphatase 1C) (PTP-1C) (Hematopoietic cell protein-tyrosine phosphatase) (SH-PTP1) (Protein-tyrosine phosphatase SHP-1). [Source:Uniprot/SWISSPROT;Acc:P29350]	RussLampel
ENSG00000187900	OR5H14	Seven transmembrane helix receptor. [Source:Uniprot/SPTREMBL;Acc:Q8NHB6]	RussLampel
ENSG00000176312	OR4H12P	Olfactory receptor 4H12 (Fragment). [Source:Uniprot/SWISSPROT;Acc:Q8NG74]	RussLampel
ENSG00000137275	RIPK1	Receptor-interacting serine/threonine-protein kinase 2 (EC 2.7.1.37) (Serine/threonine-protein kinase RIP) (Cell death protein RIP) (Receptor interacting protein). [Source:Uniprot/SWISSPROT;Acc:Q13546]	RussLampel
ENSG00000196266	N/A	N/A	RussLampel
ENSG00000186377	CYP4X1	Cytochrome P450 4X1 (EC 1.14.14.1) (CYPIVX1). [Source:Uniprot/SWISSPROT;Acc:Q8N118]	RussLampel
ENSG00000181958	OR4A15	Olfactory receptor 4A15. [Source:Uniprot/SWISSPROT;Acc:Q8NGL6]	RussLampel
ENSG00000172660	TAF15	TATA-binding protein associated factor 2N (RNA-binding protein 56) (TAFII68) (TAF(II)68). [Source:Uniprot/SWISSPROT;Acc:Q92804]	RussLampel
ENSG00000146399	TAAR1	Trace amine receptor 1 (TaR-1). [Source:Uniprot/SWISSPROT;Acc:Q96RJ0]	RussLampel
ENSG00000081237	PTPRC	Leukocyte common antigen precursor (EC 3.1.3.48) (L-CA) (CD45 antigen) (T200). [Source:Uniprot/SWISSPROT;Acc:P08575]	RussLampel
ENSG00000180860	PGA3	Pepsin A precursor (EC 3.4.23.1). [Source:Uniprot/SWISSPROT;Acc:P00790]	RussLampel
ENSG00000162438	CTRC	Caldecrin precursor (EC 3.4.21.2) (Chymotrypsin C). [Source:Uniprot/SWISSPROT;Acc:Q99895]	RussLampel
ENSG00000124217	MOCS3	Molybdenum cofactor synthesis protein 3 (Molybdopterin synthase sulfurylase) (MPT synthase sulfurylase). [Source:Uniprot/SWISSPROT;Acc:O95396]	RussLampel
ENSG00000152207	CYSLTR2	Cysteinyl leukotriene receptor 2 (CysLTR2) (HG57) (HPN321) (hGPCR21). [Source:Uniprot/SWISSPROT;Acc:Q9NS75]	RussLampel
ENSG00000079782	GPX5	Epididymal secretory glutathione peroxidase precursor (EC 1.11.1.9) (Epididymis-specific glutathione peroxidase-like protein) (EGLP). [Source:Uniprot/SWISSPROT;Acc:O75715]	RussLampel
ENSG00000104325	DECR1	2,4-dienoyl-CoA reductase, mitochondrial precursor (EC 1.3.1.34) (2,4- dienoyl-CoA reductase [NADPH]) (4-enoyl-CoA reductase [NADPH]). [Source:Uniprot/SWISSPROT;Acc:Q16698]	RussLampel
ENSG00000165059	PRKACG	cAMP-dependent protein kinase, gamma-catalytic subunit (EC 2.7.1.37) (PKA C-gamma). [Source:Uniprot/SWISSPROT;Acc:P22612]	RussLampel
ENSG00000138823	MTP	Microsomal triglyceride transfer protein large subunit precursor. [Source:Uniprot/SWISSPROT;Acc:P55157]	RussLampel
ENSG00000115840	SLC25A12	Calcium-binding mitochondrial carrier protein Aralar1 (Mitochondrial aspartate glutamate carrier 1) (Solute carrier family 25, member 12). [Source:Uniprot/SWISSPROT;Acc:O75746]	RussLampel
ENSG00000124140	SLC12A5	Solute carrier family 12, member 5 (Electroneutral potassium-chloride cotransporter 2) (Erythroid K-Cl cotransporter 2) (Neuronal K-Cl cotransporter) (hKCC2). [Source:Uniprot/SWISSPROT;Acc:Q9H2X9]	RussLampel
ENSG00000149452	SLC22A8	solute carrier family 22 member 8 [Source:RefSeq_peptide;Acc:NP_004245]	RussLampel
ENSG00000124657	OR2B6	Olfactory receptor 2B6 (Olfactory receptor 6-31) (OR6-31) (Olfactory receptor 5-40) (OR5-40) (Hs6M1-32). [Source:Uniprot/SWISSPROT;Acc:P58173]	RussLampel
ENSG00000134240	HMGCS2	Hydroxymethylglutaryl-CoA synthase, mitochondrial precursor (EC 2.3.3.10) (HMG-CoA synthase) (3-hydroxy-3-methylglutaryl coenzyme A synthase). [Source:Uniprot/SWISSPROT;Acc:P54868]	RussLampel
ENSG00000171631	P2RY6	P2Y purinoceptor 6 (P2Y6). [Source:Uniprot/SWISSPROT;Acc:Q15077]	RussLampel
ENSG00000056345	ITGB3	Integrin beta-3 precursor (Platelet membrane glycoprotein IIIa) (GPIIIa) (CD61 antigen). [Source:Uniprot/SWISSPROT;Acc:P05106]	RussLampel
ENSG00000172320	OR5A1	Olfactory receptor 5A1 (OST181). [Source:Uniprot/SWISSPROT;Acc:Q8NGJ0]	RussLampel
ENSG00000110799	VWF	Von Willebrand factor precursor (vWF) [Contains: Von Willebrand antigen II]. [Source:Uniprot/SWISSPROT;Acc:P04275]	RussLampel
ENSG00000112459	OR5U1	Olfactory receptor 5U1 (Hs6M1-28). [Source:Uniprot/SWISSPROT;Acc:Q9UGF5]	RussLampel
ENSG00000103326	SOLH	small optic lobes [Source:RefSeq_peptide;Acc:NP_005623]	RussLampel
ENSG00000158859	ADAMTS4	ADAMTS-4 precursor (EC 3.4.24.82) (A disintegrin and metalloproteinase with thrombospondin motifs 4) (ADAM-TS 4) (ADAM-TS4) (Aggrecanase 1) (ADMP-1). [Source:Uniprot/SWISSPROT;Acc:O75173]	RussLampel
ENSG00000060140	STYK1	Tyrosine protein-kinase STYK1 (EC 2.7.1.112) (Serine/threonine/tyrosine kinase 1) (Novel oncogene with kinase- domain) (Protein PK-unique). [Source:Uniprot/SWISSPROT;Acc:Q6J9G0]	RussLampel
ENSG00000137673	MMP7	Matrilysin precursor (EC 3.4.24.23) (Pump-1 protease) (Uterine metalloproteinase) (Matrix metalloproteinase-7) (MMP-7) (Matrin). [Source:Uniprot/SWISSPROT;Acc:P09237]	RussLampel
ENSG00000164116	GUCY1A3	Guanylate cyclase soluble, alpha-3 chain (EC 4.6.1.2) (GCS-alpha-3) (Soluble guanylate cyclase large subunit) (GCS-alpha-1). [Source:Uniprot/SWISSPROT;Acc:Q02108]	RussLampel
ENSG00000150269	OR5M9	Olfactory receptor 5M9. [Source:Uniprot/SWISSPROT;Acc:Q8NGP3]	RussLampel
ENSG00000165953	SERPINA12	serine (or cysteine) proteinase inhibitor, clade A (alpha-1 antiproteinase, antitrypsin), member 12 [Source:RefSeq_peptide;Acc:NP_776249]	RussLampel
ENSG00000198848	N/A	N/A	RussLampel
ENSG00000196974	N/A	N/A	RussLampel
ENSG00000181939	OR4C15	Olfactory receptor 4C15. [Source:Uniprot/SWISSPROT;Acc:Q8NGM1]	RussLampel
ENSG00000168607	N/A	N/A	RussLampel
ENSG00000080511	RDH8	retinol dehydrogenase 8 (all-trans) [Source:RefSeq_peptide;Acc:NP_056540]	RussLampel
ENSG00000146477	SLC22A3	Organic cation transporter 3 (Extraneuronal monoamine transporter) (EMT) (Solute carrier family 22, member 3). [Source:Uniprot/SWISSPROT;Acc:O75751]	RussLampel
ENSG00000114923	SLC4A3	Anion exchange protein 3 (Neuronal band 3-like protein) (Cardiac/brain band 3-like protein) (CAE3/BAE3). [Source:Uniprot/SWISSPROT;Acc:P48751]	RussLampel
ENSG00000174606	NP_653168.2	N/A	RussLampel
ENSG00000146409	NP_439896.1	N/A	RussLampel
ENSG00000176742	OR51V1	olfactory receptor, family 51, subfamily V, member 1 [Source:RefSeq_peptide;Acc:NP_001004760]	RussLampel
ENSG00000198161	NP_839944.1	peptidylprolyl isomerase A (cyclophilin A)-like 4 [Source:RefSeq_peptide;Acc:NP_839944]	RussLampel
ENSG00000169208	OR10G3	Olfactory receptor 10G3. [Source:Uniprot/SWISSPROT;Acc:Q8NGC4]	RussLampel
ENSG00000185682	N/A	N/A	RussLampel
ENSG00000198431	TXNRD1	Thioredoxin reductase 1, cytoplasmic precursor (EC 1.8.1.9) (TR) (TR1). [Source:Uniprot/SWISSPROT;Acc:Q16881]	RussLampel
ENSG00000182854	OR4F15	Olfactory receptor 4F15. [Source:Uniprot/SWISSPROT;Acc:Q8NGB8]	RussLampel
ENSG00000170803	O2AG1_HUMAN	Olfactory receptor 2AG1 (HT3). [Source:Uniprot/SWISSPROT;Acc:Q9H205]	RussLampel
ENSG00000186483	Q8N0W1_HUMAN	Seven transmembrane helix receptor. [Source:Uniprot/SPTREMBL;Acc:Q8N0W1]	RussLampel
ENSG00000102001	CACNA1F	Voltage-dependent L-type calcium channel alpha-1F subunit (Voltage- gated calcium channel alpha subunit Cav1.4). [Source:Uniprot/SWISSPROT;Acc:O60840]	RussLampel
ENSG00000130508	Q92626_HUMAN	D2S448 protein (Fragment). [Source:Uniprot/SPTREMBL;Acc:Q96GF5]	RussLampel
ENSG00000115657	ABCB6	ATP-binding cassette, sub-family B, member 6, mitochondrial precursor (Mitochondrial ABC transporter 3) (Mt-ABC transporter 3) (ABC transporter umat). [Source:Uniprot/SWISSPROT;Acc:Q9NP58]	RussLampel
ENSG00000147471	PROSC	Proline synthetase co-transcribed bacterial homolog protein. [Source:Uniprot/SWISSPROT;Acc:O94903]	RussLampel
ENSG00000176153	GPX2	Glutathione peroxidase-gastrointestinal (EC 1.11.1.9) (GSHPx-GI) (Glutathione peroxidase-related protein 2) (Gastrointestinal glutathione peroxidase) (GPRP). [Source:Uniprot/SWISSPROT;Acc:P18283]	RussLampel
ENSG00000054392	HHAT	hedgehog acyltransferase [Source:RefSeq_peptide;Acc:NP_060664]	RussLampel
ENSG00000197178	N/A	N/A	RussLampel
ENSG00000030304	MUSK	Muscle, skeletal receptor tyrosine protein kinase precursor (EC 2.7.1.112) (Muscle-specific tyrosine protein kinase receptor) (Muscle-specific kinase receptor) (MuSK). [Source:Uniprot/SWISSPROT;Acc:O15146]	RussLampel
ENSG00000065361	ERBB3	Receptor tyrosine-protein kinase erbB-3 precursor (EC 2.7.1.112) (c- erbB3) (Tyrosine kinase-type cell surface receptor HER3). [Source:Uniprot/SWISSPROT;Acc:P21860]	RussLampel
ENSG00000160191	PDE9A	High-affinity cGMP-specific 3',5'-cyclic phosphodiesterase 9A (EC 3.1.4.17). [Source:Uniprot/SWISSPROT;Acc:O76083]	RussLampel
ENSG00000058091	PFTK1	Serine/threonine-protein kinase PFTAIRE-1 (EC 2.7.1.37). [Source:Uniprot/SWISSPROT;Acc:O94921]	RussLampel
ENSG00000007314	SCN4A	Sodium channel protein type IV alpha subunit (Voltage-gated sodium channel alpha subunit Nav1.4) (Sodium channel protein, skeletal muscle alpha-subunit) (SkM1). [Source:Uniprot/SWISSPROT;Acc:P35499]	RussLampel
ENSG00000142515	KLK3	Prostate specific antigen precursor (EC 3.4.21.77) (PSA) (Gamma- seminoprotein) (Kallikrein 3) (Semenogelase) (Seminin) (P-30 antigen). [Source:Uniprot/SWISSPROT;Acc:P07288]	RussLampel
ENSG00000004660	CAMKK1	Calcium/calmodulin-dependent protein kinase kinase 1 (EC 2.7.1.37) (Calcium/calmodulin-dependent protein kinase kinase alpha) (CaM-kinase kinase alpha) (CaM-KK alpha) (CaMKK alpha) (CaMKK 1) (CaM-kinase IV kinase). [Source:Uniprot/SWISSPROT;Acc:Q8N5S9]	RussLampel
ENSG00000180432	CYP8B1	Cytochrome P450 8B1 (EC 1.14.-.-) (CYPVIIIB1) (Sterol 12-alpha- hydroxylase) (7 alpha-hydroxy-4-cholesten-3-one 12-alpha-hydroxylase). [Source:Uniprot/SWISSPROT;Acc:Q9UNU6]	RussLampel
ENSG00000184303	DRD5P1	Seven transmembrane helix receptor. [Source:Uniprot/SPTREMBL;Acc:Q8NGW2]	RussLampel
ENSG00000166501	PRKCB1	Protein kinase C, beta type (EC 2.7.1.37) (PKC-beta) (PKC-B). [Source:Uniprot/SWISSPROT;Acc:P05771]	RussLampel
ENSG00000070778	PTPN21	Tyrosine-protein phosphatase, non-receptor type 21 (EC 3.1.3.48) (Protein-tyrosine phosphatase D1). [Source:Uniprot/SWISSPROT;Acc:Q16825]	RussLampel
ENSG00000198689	SLC9A6	Sodium/hydrogen exchanger 6 (Na(+)/H(+) exchanger 6) (NHE-6). [Source:Uniprot/SWISSPROT;Acc:Q92581]	RussLampel
ENSG00000180494	Q8NH99_HUMAN	Seven transmembrane helix receptor. [Source:Uniprot/SPTREMBL;Acc:Q8NH99]	RussLampel
ENSG00000157399	ARSE	Arylsulfatase E precursor (EC 3.1.6.-) (ASE). [Source:Uniprot/SWISSPROT;Acc:P51690]	RussLampel
ENSG00000180477	OR7E85P	Seven transmembrane helix receptor. [Source:Uniprot/SPTREMBL;Acc:Q8NHB9]	RussLampel
ENSG00000011677	GABRA3	Gamma-aminobutyric-acid receptor alpha-3 subunit precursor (GABA(A) receptor). [Source:Uniprot/SWISSPROT;Acc:P34903]	RussLampel
ENSG00000137875	BCL2L10	Apoptosis regulator Bcl-B (Bcl-2-like 10 protein) (Anti-apoptotic protein NrH). [Source:Uniprot/SWISSPROT;Acc:Q9HD36]	RussLampel
ENSG00000112164	GLP1R	Glucagon-like peptide 1 receptor precursor (GLP-1 receptor) (GLP-1-R) (GLP-1R). [Source:Uniprot/SWISSPROT;Acc:P43220]	RussLampel
ENSG00000140443	IGF1R	Insulin-like growth factor I receptor precursor (EC 2.7.1.112) (CD221 antigen). [Source:Uniprot/SWISSPROT;Acc:P08069]	RussLampel
ENSG00000169992	NLGN2	Neuroligin 2 precursor. [Source:Uniprot/SWISSPROT;Acc:Q8NFZ4]	RussLampel
ENSG00000198801	N/A	N/A	RussLampel
ENSG00000137845	ADAM10	ADAM 10 precursor (EC 3.4.24.81) (A disintegrin and metalloproteinase domain 10) (Mammalian disintegrin-metalloprotease) (Kuzbanian protein homolog). [Source:Uniprot/SWISSPROT;Acc:O14672]	RussLampel
ENSG00000010379	SLC6A13	Sodium- and chloride-dependent GABA transporter 2. [Source:Uniprot/SWISSPROT;Acc:Q9NSD5]	RussLampel
ENSG00000141690	N/A	N/A	RussLampel
ENSG00000167434	CA4	Carbonic anhydrase IV precursor (EC 4.2.1.1) (Carbonate dehydratase IV) (CA-IV). [Source:Uniprot/SWISSPROT;Acc:P22748]	RussLampel
ENSG00000181273	OR5AK2	Olfactory receptor 5AK2. [Source:Uniprot/SWISSPROT;Acc:Q8NH90]	RussLampel
ENSG00000176239	OR51B6	olfactory receptor, family 51, subfamily B, member 6 [Source:RefSeq_peptide;Acc:NP_001004750]	RussLampel
ENSG00000085871	MGST2	Microsomal glutathione S-transferase 2 (EC 2.5.1.18) (Microsomal GST- 2) (Microsomal GST-II). [Source:Uniprot/SWISSPROT;Acc:Q99735]	RussLampel
ENSG00000080824	HSPCA	Heat shock protein HSP 90-alpha (HSP 86). [Source:Uniprot/SWISSPROT;Acc:P07900]	RussLampel
ENSG00000074590	ARK5_HUMAN	AMPK-related protein kinase 5 (EC 2.7.1.37). [Source:Uniprot/SWISSPROT;Acc:O60285]	RussLampel
ENSG00000158050	DUSP2	Dual specificity protein phosphatase 2 (EC 3.1.3.48) (EC 3.1.3.16) (Dual specificity protein phosphatase PAC-1). [Source:Uniprot/SWISSPROT;Acc:Q05923]	RussLampel
ENSG00000169403	PTAFR	Platelet activating factor receptor (PAF-R). [Source:Uniprot/SWISSPROT;Acc:P25105]	RussLampel
ENSG00000137168	PPIL1	Peptidyl-prolyl cis-trans isomerase like 1 (EC 5.2.1.8) (PPIase) (Rotamase). [Source:Uniprot/SWISSPROT;Acc:Q9Y3C6]	RussLampel
ENSG00000177535	OR2B11	olfactory receptor, family 2, subfamily B, member 11 [Source:RefSeq_peptide;Acc:NP_001004492]	RussLampel
ENSG00000145632	PLK2	Serine/threonine-protein kinase PLK2 (EC 2.7.1.37) (Polo-like kinase 1) (PLK-2) (Serine/threonine-protein kinase SNK) (Serum inducible kinase). [Source:Uniprot/SWISSPROT;Acc:Q9NYY3]	RussLampel
ENSG00000188439	Q8NH71_HUMAN	Seven transmembrane helix receptor. [Source:Uniprot/SPTREMBL;Acc:Q8NH71]	RussLampel
ENSG00000150687	PRSS23	Serine protease 23 precursor (EC 3.4.21.-) (Putative secreted protein ZSIG13). [Source:Uniprot/SWISSPROT;Acc:O95084]	RussLampel
ENSG00000154736	ADAMTS5	ADAMTS-5 precursor (EC 3.4.24.-) (A disintegrin and metalloproteinase with thrombospondin motifs 5) (ADAM-TS 5) (ADAM-TS5) (Aggrecanase-2) (ADMP-2) (ADAM-TS 11). [Source:Uniprot/SWISSPROT;Acc:Q9UNA0]	RussLampel
ENSG00000197887	OR1S2	Olfactory receptor 1S2. [Source:Uniprot/SWISSPROT;Acc:Q8NGQ3]	RussLampel
ENSG00000131013	PPIL4	peptidylprolyl isomerase-like 4 [Source:RefSeq_peptide;Acc:NP_624311]	RussLampel
ENSG00000196338	NLGN3	Neuroligin 3 precursor (Gliotactin homolog). [Source:Uniprot/SWISSPROT;Acc:Q9NZ94]	RussLampel
ENSG00000084112	SSH1	slingshot homolog 1 [Source:RefSeq_peptide;Acc:NP_061857]	RussLampel
ENSG00000108039	XPNPEP1	X-prolyl aminopeptidase (aminopeptidase P) 1, soluble [Source:RefSeq_peptide;Acc:NP_065116]	RussLampel
ENSG00000140873	ADAMTS18	ADAMTS-18 precursor (EC 3.4.24.-) (A disintegrin and metalloproteinase with thrombospondin motifs 18) (ADAM-TS 18) (ADAM-TS18). [Source:Uniprot/SWISSPROT;Acc:Q8TE60]	RussLampel
ENSG00000133149	TEX13A	Testis expressed protein 13A. [Source:Uniprot/SWISSPROT;Acc:Q9BXU3]	RussLampel
ENSG00000185336	N/A	N/A	RussLampel
ENSG00000180772	AGTR2	Type-2 angiotensin II receptor (AT2). [Source:Uniprot/SWISSPROT;Acc:P50052]	RussLampel
ENSG00000163545	NP_112214.1	N/A	RussLampel
ENSG00000167703	SLC43A2	solute carrier family 43, member 2 [Source:RefSeq_peptide;Acc:NP_689559]	RussLampel
ENSG00000119121	TRPM6	Transient receptor potential cation channel subfamily M member 6 (EC 2.7.1.37) (Channel kinase 2) (Melastatin-related TRP cation channel 6). [Source:Uniprot/SWISSPROT;Acc:Q9BX84]	RussLampel
ENSG00000148215	OR5C1	Olfactory receptor 5C1 (Olfactory receptor 9-F) (OR9-F). [Source:Uniprot/SWISSPROT;Acc:Q8NGR4]	RussLampel
ENSG00000198626	RYR2	Ryanodine receptor 2 (Cardiac muscle-type ryanodine receptor) (RyR2) (RYR-2) (Cardiac muscle ryanodine receptor-calcium release channel) (hRYR-2). [Source:Uniprot/SWISSPROT;Acc:Q92736]	RussLampel
ENSG00000184254	ALDH1A3	Aldehyde dehydrogenase 1A3 (EC 1.2.1.5) (Aldehyde dehydrogenase 6) (Retinaldehyde dehydrogenase 3) (RALDH-3). [Source:Uniprot/SWISSPROT;Acc:P47895]	RussLampel
ENSG00000113448	PDE4D	cAMP-specific 3',5'-cyclic phosphodiesterase 4D (EC 3.1.4.17) (DPDE3) (PDE43). [Source:Uniprot/SWISSPROT;Acc:Q08499]	RussLampel
ENSG00000100348	TXN2	Thioredoxin, mitochondrial precursor (Mt-Trx) (MTRX) (Thioredoxin 2). [Source:Uniprot/SWISSPROT;Acc:Q99757]	RussLampel
ENSG00000165568	AKR1CL2	aldo-keto reductase family 1, member C-like 2 [Source:RefSeq_peptide;Acc:NP_113624]	RussLampel
ENSG00000188828	XP_497139.1	PREDICTED: similar to Glycine receptor alpha-4 chain precursor [Source:RefSeq_peptide_predicted;Acc:XP_497139]	RussLampel
ENSG00000171180	OR2M4	Olfactory receptor 2M4 (Olfactory receptor TPCR100) (OST710) (HTPCRX18) (Olfactory receptor OR1-55). [Source:Uniprot/SWISSPROT;Acc:Q96R27]	RussLampel
ENSG00000068976	PYGM	Glycogen phosphorylase, muscle form (EC 2.4.1.1) (Myophosphorylase). [Source:Uniprot/SWISSPROT;Acc:P11217]	RussLampel
ENSG00000023843	ACCN5	amiloride-sensitive cation channel 5, intestinal [Source:RefSeq_peptide;Acc:NP_059115]	RussLampel
ENSG00000131462	TUBG1	Tubulin gamma-1 chain (Gamma-1 tubulin) (Gamma-tubulin complex component 1) (GCP-1). [Source:Uniprot/SWISSPROT;Acc:P23258]	RussLampel
